Topic,Impact_Factor
acoustic variable control,0.44304954372971916
linearly constrained minimum variance,0.44304954372971916
numerical control,0.44299207915793437
gemmatimonadetes,0.44299183574317147
nitrospirae,0.44299183574317147
"rna, ribosomal, 5.8s",0.44299183574317147
quadratic discriminant analysis,0.44299183574317147
adaptive critic design,0.44264986930397265
parallel version,0.44262869994164766
linear speedup,0.44262869994164766
parallelizing,0.44262869994164766
computer circuit,0.44262869994164766
relational query,0.44259014550147924
relational algebra,0.44259014550147924
structured query,0.44259014550147924
aodv routing protocol,0.44254139262763953
aodv protocol,0.44254139262763953
task planning,0.44238534994182804
moving obstacle,0.44238534994182804
assembly task,0.44238534994182804
modular robotics,0.44238534994182804
legged locomotion,0.44238534994182804
contact point,0.44238534994182804
motion planner,0.44238534994182804
robot localization,0.44238534994182804
robot motion,0.44238534994182804
real robot,0.44238534994182804
rapidlyexploring random tree,0.44238534994182804
joint space,0.44238534994182804
motion planning algorithm,0.44238534994182804
avoiding obstacle,0.44238534994182804
dexterous manipulation,0.44238534994182804
service robotics,0.44238534994182804
design and control,0.44238534994182804
joint limit,0.44238534994182804
identical machine,0.4423649823286747
decision diagram,0.4422097134897027
nonvolatile,0.4421379017626038
mixed signal,0.4421379017626038
embedded system design,0.4420493013735274
static timing analysis,0.4419350937021053
computer aided geometric design,0.4419350937021053
rapid prototyping technology,0.4419350937021053
rapid tooling,0.4419350937021053
design team,0.4419350937021053
gate sizing,0.4419350937021053
cache,0.44190048809960963
negative selection algorithm,0.44189353197308945
validity index,0.44182080142642216
adaptive cruise control,0.4418167048768299
vehicle control,0.4418167048768299
longitudinal control,0.4418167048768299
control and automation,0.4417555627352518
verrucomicrobia,0.4417309056214593
"genes, mitochondrial",0.4417309056214593
dempster,0.4416469020840851
global optimization problem,0.4416469020840851
feature correspondence,0.441613526580775
3d object recognition,0.441613526580775
feature matching,0.441613526580775
foreground region,0.441613526580775
object contour,0.441613526580775
image descriptor,0.441613526580775
sift descriptor,0.441613526580775
intelligent video surveillance,0.441613526580775
echo sounder,0.4416047031645515
community detection algorithm,0.4415944529188832
power distribution network,0.44144815137375415
robust model predictive control,0.44141677482539854
switching signal,0.44141677482539854
multiple lyapunov function,0.44141677482539854
common lyapunov function,0.44141677482539854
linear discretetime system,0.44141677482539854
arbitrary switching,0.44141677482539854
outputfeedback controller,0.44141677482539854
state feedback control,0.44141677482539854
digital image processing technique,0.4414065144957214
digital image processing,0.4414065144957214
application server,0.4413033319857298
automatic verification,0.44125691755732643
chaotic oscillator,0.4412264462314327
lisca,0.44116246645504253
sbar,0.44116246645504253
saam,0.44116246645504253
faam,0.44116246645504253
saem,0.44116246645504253
cpasa,0.44116246645504253
aba,0.44116246645504253
iar,0.44116246645504253
saluta,0.44116246645504253
atam,0.44116246645504253
cbam,0.44116246645504253
alma,0.44116246645504253
qaw,0.44116246645504253
tara,0.44116246645504253
laaam,0.44116246645504253
ebae,0.44116246645504253
alpsm,0.44116246645504253
resource discovery,0.44108350084606174
programmable logic,0.44096551431906006
asic,0.44096551431906006
programmable logic device,0.44096551431906006
vibrotactile feedback,0.4409457817285167
nonlinear state,0.4409457817285167
fault tolerance mechanism,0.4409070811368536
faulttolerant system,0.4409070811368536
mpi application,0.4409070811368536
replication strategy,0.4409070811368536
faulttolerance capability,0.4409070811368536
fault tolerance technique,0.4409070811368536
tradeoff analysis,0.4408292279620351
constraint propagation,0.4403458310395669
modal operator,0.4403458310395669
knowledge representation and reasoning,0.4403458310395669
firstorder formula,0.4403458310395669
data prefetching,0.44026088586892476
address translation,0.4402397017350015
nexthop,0.4402317662969595
real time streaming,0.4402317662969595
distributed scheduling,0.4402317662969595
cnv,0.4399718903821466
graphical password,0.43947140446692257
nand circuit,0.4393886521135288
trmm,0.4391993858582469
multitier,0.43907617665281373
keywordbased search,0.43907617665281373
knowledge construction,0.43907617665281373
semantic metadata,0.43907617665281373
webbased education,0.43907617665281373
business processing,0.43907617665281373
dublin core,0.43907617665281373
computer cluster,0.4389509536411616
jpeg,0.4387781668595353
compressed image,0.4387781668595353
sar image segmentation,0.4387781668595353
array geometry,0.4387127085677225
rolling bearing,0.4383219859408206
wrapper approach,0.43822350354991724
laplacian pyramid,0.4381158304379304
diffusion mri,0.4381158304379304
fourier domain,0.4381158304379304
frame,0.4381158304379304
thresholding method,0.4381158304379304
fiber tracking,0.4381158304379304
blurred image,0.4381158304379304
conebeam ct,0.4381158304379304
color imaging,0.4381158304379304
mrf,0.4381158304379304
image deblurring,0.4381158304379304
high frequency band,0.4380782627649949
low frequency band,0.4380782627649949
game based learning,0.4379459824726561
gps satellite,0.4379210066603113
serial manipulator,0.4378758292142949
dimensional synthesis,0.4378758292142949
sql,0.43775640545746475
register allocation,0.437727162454608
multiple hypothesis tracking,0.4376302328011458
detection problem,0.4376302328011458
strongly connected,0.4376302328011458
array signal processing,0.4376302328011458
positioning technique,0.4376302328011458
complex software system,0.4376217143304486
multithread,0.43760469735280305
errorresilient,0.4375234417606559
h.264/avc video coding,0.4375234417606559
optical flow method,0.4375234417606559
motion capture data,0.4375234417606559
bitrate reduction,0.4375234417606559
crosstalk noise,0.4374101929192512
multipath environment,0.43732734508374504
waterfilling,0.43732734508374504
failure data,0.4371705372798697
source code analysis,0.4370538855250955
embodied interaction,0.43688940286534494
awgn,0.43686908997424256
correlation property,0.43686908997424256
componentbased software system,0.43686189185903934
selfadaptive software,0.43686189185903934
multipath interference,0.436858583013245
flat rayleigh fading,0.436858583013245
frame structure,0.436858583013245
noise ratio,0.436858583013245
electromagnetic simulation,0.436858583013245
innovative technology,0.43679280244897284
approximate dynamic programming,0.43673427347692056
color computer graphic,0.43667444870959166
data protection,0.43660631552693835
actor network theory,0.43659838245512966
actornetwork theory,0.43659838245512966
visual clutter,0.4365164852799842
fft processor,0.43650510539986
time frequency domain,0.43646769452572637
gabor filter bank,0.43613498139595125
low snr,0.43608458654469845
development strategy,0.43608059978731606
light reflection,0.4359010368874363
diffusion tensor imaging,0.4359010368874363
radial diffusivity,0.4359010368874363
cache design,0.43564603075376496
automated debugging,0.4355877853720359
ultrawideband antenna,0.4354499151288089
terminal sliding mode control,0.43500167080335034
hypercube network,0.4349841099810651
precipitation radar,0.43490002993007737
polsar,0.43490002993007737
model checking tool,0.4348761439407567
yag,0.4348347716849711
single carrier system,0.43483304731325406
architectural analysis,0.4347093473391299
architecture evolution,0.4347093473391299
design reasoning,0.4347093473391299
traceability management,0.4347093473391299
architectural synthesis,0.4347093473391299
virtual prototyping,0.4345800260899944
3d content,0.4345800260899944
remote environment,0.4345800260899944
hand tracking,0.4345800260899944
haptic perception,0.4345800260899944
electromagnetic wave interference,0.4345634741932749
influence function,0.43452011593735096
cognitive science,0.43451842913751904
omnidirectional antenna,0.43444931496185124
linear canonical transform,0.434415653799155
software reliability model,0.43435780963900855
software reliability growth model,0.43435780963900855
molecular beam,0.43433772032545587
transmission spectrum,0.43433772032545587
proportional integral derivative control,0.434161731912291
automatic test equipment,0.4340273556433344
test pattern,0.4340273556433344
signal to interference plus noise ratio,0.43398174356410063
higher education institution,0.43397003481894364
optical coating,0.4338076908048397
selforganizing feature map,0.43378463415002366
concurrent programming,0.43354505902526863
cooperative/collaborative learning,0.43354505902526863
distributed learning environment,0.43354505902526863
polinsar,0.4334847318177734
speckle noise,0.4333376031132304
photoacoustics,0.4333376031132304
photoacoustic spectroscopy,0.4333376031132304
arithmetic coding,0.43326394543547686
natural science computing,0.4331490904252552
logical design,0.4331490904252552
high resolution radar,0.43314717456785545
ground moving target,0.43314717456785545
backscatter coefficient,0.43314717456785545
backscatter,0.43314717456785545
stationary target,0.43314717456785545
imaging radar,0.43314717456785545
speckle suppression,0.43314717456785545
target detection algorithm,0.43314717456785545
complex network theory,0.43310667506029915
diagnosability,0.4330649664295808
fluences,0.43306205523451247
internal model control,0.4330349930742562
search range,0.4329767799518882
transcoder,0.4329767799518882
lossless image coding,0.4329767799518882
avc,0.4329767799518882
scalable video streaming,0.4329767799518882
random walker,0.432870222591369
keyframe extraction,0.432870222591369
hash algorithm,0.4328679387597094
rsa algorithm,0.4328679387597094
decryption,0.4328679387597094
information flow control,0.43271160610602877
hamming distance,0.4324964747511566
psk,0.4323832952589931
handwritten digit recognition,0.43231083184873387
handwritten digit,0.43231083184873387
maximum likelihood estimate,0.43227383977710443
product feature,0.43212132281317567
customer loyalty,0.43193089426780074
target model,0.43191589256824736
cache coherence protocol,0.4318959060460099
scalar quantization,0.43183746642108833
verification and validation,0.4317294620028225
chip formation,0.431502641752925
clamping device,0.431502641752925
cutting temperature,0.431502641752925
micro beam,0.431502641752925
structural system,0.431502641752925
metal cutting,0.431502641752925
adaptive rate control,0.431441597593715
java application,0.431134118693117
modelocked,0.4310638270653032
agent model,0.43105601503171664
game designer,0.43105601503171664
tutoring system,0.43105601503171664
computer assisted,0.43105601503171664
intelligent tutor,0.43105601503171664
satellite constellation,0.4309863816642741
nuclear plant,0.4308258896264519
pressurized water reactor,0.4308258896264519
nuclear reactor accident,0.4308258896264519
human system interface,0.4308258896264519
csystems,0.4308258896264519
steadystate visual evoked potential,0.43070799162292067
coauthorship,0.4306437531991867
generalized stochastic petri net,0.4306307894523088
forcefeedback,0.4305584779165625
psychoacoustic model,0.43046934129460085
vocaltracts,0.43046934129460085
coupling coefficient,0.4302362539333177
flight control,0.43018066747200284
lorenz system,0.430091084361482
phase portrait,0.430091084361482
impedance controller,0.43007577848720296
broadcast encryption,0.4299836134664011
syntactic feature,0.42984059533994123
syntactic parsing,0.42984059533994123
lexical semantics,0.42984059533994123
treebanks,0.42984059533994123
controlled natural language,0.42984059533994123
question classification,0.42984059533994123
syntactic structure,0.42984059533994123
synset,0.42984059533994123
pervasive computing environment,0.4298296981649866
pitch estimation,0.4296756574131418
lfsr,0.42964082341613613
i/o performance,0.42959091664498456
shared cache,0.42959091664498456
variable neighborhood search,0.42949826134248514
single objective,0.42949826134248514
linear genetic programming,0.42949826134248514
multiobjective optimization model,0.42949826134248514
ladder network,0.4294442395039917
anonymous authentication,0.429361858658038
fcm algorithm,0.42932080142642215
cluster validity index,0.42932080142642215
motion blur,0.4293146796504536
registration algorithm,0.4293146796504536
stabilizer,0.4293042140061621
computer control,0.4293042140061621
disturbance attenuation,0.4292555627352518
time delaying,0.4292555627352518
sliding motion,0.42924597341099113
simca,0.42923090562145927
classification label,0.42923090562145927
flavobacteria,0.42923090562145927
vicariance,0.42923090562145927
associative classification,0.42923090562145927
maximum parsimony,0.42923090562145927
"genome, mitochondrial",0.42923090562145927
28 rrna,0.42923090562145927
actinomycete and related organism,0.42923090562145927
rna 28,0.42923090562145927
genetic speciation,0.42923090562145927
bacteroides,0.42923090562145927
reconstruction accuracy,0.42908703793230973
illposed inverse problem,0.42908703793230973
plastic bottle,0.42908703793230973
sparse reconstruction,0.42908703793230973
ill posed,0.42908703793230973
reconstruction quality,0.42908703793230973
hydrophone,0.4290745423286201
symbolic regression,0.4290166215548028
kohonen,0.42899004783219763
bilateral teleoperation,0.42881484836549083
stereo matching algorithm,0.4286433430313339
judgment matrix,0.42858300766488866
inverse matrix,0.42858300766488866
computer system programmingmultiprocessing prog,0.42847196030165424
onchip interconnection network,0.4284545791247809
searchable encryption,0.4283814312657633
polarization state,0.428335068909356
critical section,0.4281831603270274
boolean operation,0.4281741635803932
creative design,0.4281741635803932
submillimeter,0.4280464021528547
code transformation,0.4279513144142997
fortran 90,0.4279513144142997
agent system,0.42790030568483806
moving platform,0.42771004029676885
planar robot,0.42771004029676885
gait planning,0.42771004029676885
programmable robot,0.42771004029676885
robot team,0.42771004029676885
reconfigurable robot,0.42771004029676885
echo state network,0.427695225960359
knowledge visualization,0.4276898744117232
sampling period,0.42765584470368645
stability problem,0.42765584470368645
remanufacturing,0.42765584470368645
passive control,0.42765584470368645
linear timedelay system,0.42765584470368645
quadratic lyapunov function,0.42765584470368645
sum of square,0.42765584470368645
nonlinear stochastic system,0.42765584470368645
public library,0.42764493770165846
convectiondiffusion,0.42761056041993556
incompressible navier stokes equation,0.42761056041993556
incompressible navierstokes equation,0.42761056041993556
convection diffusion,0.42761056041993556
steering vector,0.4275968086861143
successive refinement,0.42755814334369086
constraint handling,0.4275220487517193
mo capacitor,0.42751414615361505
gate oxide,0.42751414615361505
access time,0.42722738645341035
envelope tracking,0.4271680612528207
accuracy assessment,0.4270998860999596
compute unified device architecture,0.4270829160625328
visual programming language,0.42683569019416867
optoelectronics,0.42682803725490914
truthful mechanism,0.4267641264607578
text line,0.4267397394720243
noreference,0.42670529058632356
igrt,0.42670529058632356
cbct,0.42670529058632356
kerr magnetooptical effect,0.4266745154338407
excimer laser,0.4266745154338407
optical kerr effect,0.4266745154338407
plastic optical fiber,0.4266745154338407
snr,0.4266591145286095
outage probability analysis,0.4266591145286095
peak signaltonoise ratio,0.4266591145286095
signal denoising,0.4266591145286095
automatic composition,0.42663886923516503
semantic web service discovery,0.42663886923516503
dna 5,0.4266346257531163
nearinfrared imaging,0.4265433233494284
structured light,0.4265433233494284
edge point,0.4265433233494284
multibits,0.42653704589468694
facility management,0.42643479606785045
program documentation,0.4263750891066337
private network,0.4262926761051725
packet filter,0.4262926761051725
discrete particle swarm optimization,0.4262061177847902
global optimal solution,0.4262061177847902
hybrid particle swarm optimization algorithm,0.4262061177847902
discrete particle swarm optimization algorithm,0.4262061177847902
local optimal solution,0.4262061177847902
fusion performance,0.42609246340224244
vocoders,0.4260543709496278
disability,0.4258480697207897
game development,0.4258480697207897
digital game,0.4258480697207897
nintendo wii,0.4258480697207897
visuallyimpaired user,0.4258480697207897
delay estimation,0.4258302026067768
combination rule,0.42565606168940956
kripke semantics,0.42565606168940956
fuzzy pid controller,0.42549703202898026
pid parameter,0.42549703202898026
nonbinary,0.4252578674961066
sysml,0.425227162454608
multithreaded processor,0.425227162454608
general purpose,0.42519002351944946
reconfigurable processor,0.42519002351944946
parallel efficiency,0.42519002351944946
human rehabilitation equipment,0.4251612063747795
asymptotically stable,0.42512787324549284
radiated emission,0.425100320627574
electromagnetic coupling,0.425100320627574
image scrambling,0.4250172367378231
biometric application,0.42499961952600057
local descriptor,0.42499961952600057
small sample size,0.42499961952600057
human identification,0.42499961952600057
drop breakup,0.4249822127837495
level set segmentation,0.4249822127837495
design automation conference,0.4249822127837495
variational iteration method,0.4249822127837495
time discretization,0.4249822127837495
numerical study,0.4249822127837495
meshfree,0.4249822127837495
multibody system,0.4249822127837495
conservation of energy resource,0.42485855408790063
sharp feature,0.42481832106353906
raid,0.4246199176741195
parallel programming model,0.4246188335674628
fuzzy random variable,0.4244693998388799
population genetic structure,0.4243710345142297
population differentiation,0.4243710345142297
security requirement engineering,0.42419575630507655
shape recovery,0.42417444870959164
hacking,0.42410631552693834
cyber threat,0.42410631552693834
computer privacy,0.42410631552693834
security risk,0.42410631552693834
utility computing,0.4240196452761342
reaching law,0.4239830551667646
spatial prediction,0.42387687401852014
speech compression,0.4238615667258083
infinite state system,0.42332253059301733
discrete dynamical system,0.42332253059301733
pushdown system,0.42332253059301733
delay testing,0.423263168480568
delay fault,0.423263168480568
software process model,0.42310096173732725
software organization,0.42310096173732725
capability maturity model integration,0.42310096173732725
software process modeling,0.42310096173732725
bit error probability,0.4230255530792899
operon,0.4230056666086019
multivariable control,0.4228200931373301
perturbation analysis,0.4227892236548631
correlation algorithm,0.4227892236548631
recursive filter,0.4227892236548631
fir filter design,0.4227892236548631
eigenvalue decomposition,0.4227892236548631
fir digital filter,0.4227892236548631
structuring element,0.4227892236548631
false detection,0.4227892236548631
butterworth,0.4227892236548631
fourier,0.4227892236548631
snr value,0.4227892236548631
covariance matrix estimation,0.4227892236548631
acceleration signal,0.4227892236548631
noise covariance matrix,0.4227892236548631
point target,0.4225904584754523
sar sensor,0.4225904584754523
radar interferometry,0.4225904584754523
gan hemt,0.42257261133869434
1064 nm,0.422525200230346
ultrafast phenomenon,0.422525200230346
microstructured fiber,0.422525200230346
auto stereoscopic,0.42247416438426133
diodepumped,0.4223347716849711
viewdependent,0.42227045463536933
user testing,0.42227045463536933
fault identification,0.4222459083649056
resistive switching,0.4221090010644705
digital preservation,0.42191638086990624
semiconducting gallium compound,0.42183772032545586
microring resonator,0.42183772032545586
coupling efficiency,0.42183772032545586
speech separation,0.42182028627337964
speech segment,0.42182028627337964
largest lyapunov exponent,0.4217335653297429
lyapunov stability theorem,0.4217335653297429
adaptive sliding mode controller,0.42172597938363887
integral sliding mode,0.42172597938363887
adaptive sliding mode control,0.42172597938363887
integral sliding mode control,0.42172597938363887
particle swarm optimizer,0.4216568293326312
particle swarm optimizers,0.4216568293326312
video coder,0.4215744514789437
boolean network,0.4214654965955188
shape memory alloy actuator,0.4214623571622562
fixture,0.4214623571622562
micro assembly,0.4214623571622562
sma actuator,0.4214623571622562
parallel kinematic machine,0.4214623571622562
ultrasound probe,0.4214623571622562
networkonchip architecture,0.4212956791907475
noc design,0.4212956791907475
amazon ec2,0.42128104798977845
total weighted completion time,0.42125426008657296
synthetic aperture imaging,0.42117516036314834
radar reflection,0.4208376031132304
synthetic aperture radar imagery,0.4208376031132304
polarimetric radar,0.4208376031132304
cache hierarchy,0.42076054417605924
recursion scheme,0.42076054417605924
model checking problem,0.42076054417605924
layered medium,0.42070284219353765
indoor propagation,0.42070284219353765
dyadic green function,0.42070284219353765
parallel plate,0.42070284219353765
mlearning,0.4204537790728383
i/q imbalance,0.42032403813359176
multiprogramming,0.42027815048987094
multiprocessing program,0.42027815048987094
signaltointerference and noise ratio,0.4199111402861264
binding update,0.41979143960616694
processor core,0.41966436353158326
programmable gate array,0.41966436353158326
ip core,0.41966436353158326
fpga device,0.41966436353158326
floatingpoint arithmetic,0.41966436353158326
carrier aggregation,0.4196151038793773
development process,0.4196118479562638
software measurement,0.4196118479562638
software quality assurance,0.4196118479562638
software complexity,0.4196118479562638
gpr,0.41957667299151824
watershed transform,0.4194066084875331
empirical analysis,0.4191449691909888
social graph,0.4189613716214638
adaptive architecture,0.41891045436901975
architecture maintenance,0.41891045436901975
system architecting,0.41891045436901975
sha3,0.4188710092013911
time multiplexed,0.4188710092013911
logic function,0.4188710092013911
electron gas,0.41885961793102866
ingan,0.41885961793102866
fluid simulation,0.4188425782131934
sampleddata,0.4187939684777248
subcarrier assignment,0.4187387800633805
tone reservation,0.4187387800633805
hitting time,0.41872440710273573
portfolio selection problem,0.4186035399323499
low earth orbit satellite,0.4184863816642741
visual representation,0.4183282472277806
cesium alloy,0.418308877634041
brain activity,0.41820799162292066
electroencephalography,0.41820799162292066
motor disability,0.41820799162292066
name recognition,0.418133295028795
affect recognition,0.418133295028795
high signaltonoise ratio,0.41812654528631715
existence of solution,0.41811061154104046
real option,0.41807073341313117
return on investment,0.41807073341313117
analytical hierarchy process,0.4179495806670893
neurofuzzy controller,0.41768066747200283
adaptive control scheme,0.41768066747200283
nonlinear controller,0.41768066747200283
flight condition,0.41768066747200283
switching control,0.41768066747200283
model reference adaptive system,0.41768066747200283
parameter adaptation,0.41768066747200283
unknown parameter,0.41768066747200283
spatial variable control,0.41768066747200283
adaptive dynamic programming,0.41768066747200283
dynamic inversion,0.41768066747200283
noise signal,0.41761160282905047
telephone service,0.4175370328339788
automated guided vehicle,0.4174280030943698
approximation method,0.41734075011945765
kernelized rl,0.41719164664323344
hierarchical rl,0.41719164664323344
kernelized reinforcement learning,0.41719164664323344
rlhf,0.41719164664323344
hierarchical reinforcement learning,0.41719164664323344
reinforcement learning with human feedback,0.41719164664323344
human emotion,0.41706495950473976
evolutionary game theory,0.4170109849938099
individual learning,0.4170109849938099
sound source separation,0.4169502863286503
standard single mode fiber,0.41687747152883875
light interference,0.41687747152883875
transmittance,0.41687747152883875
edge map,0.4168146796504536
brodatz,0.4168146796504536
multi resolution representation,0.4168146796504536
visual inspection,0.4168146796504536
vision aid,0.4168146796504536
medial axis,0.4168146796504536
canny edge detection,0.4168146796504536
bold signal,0.4168146796504536
interpolated image,0.4168146796504536
visual information,0.4168146796504536
image display,0.4168146796504536
electron tomography,0.4168146796504536
radio frequency identification device,0.41661740147208093
current velocity,0.41650341124113827
dgge,0.41633135698408086
detection and tracking,0.416329082013669
analog signal,0.416329082013669
safety property,0.4162124329062454
safety critical software,0.4162124329062454
uppaal,0.4162124329062454
spin,0.4162124329062454
onchip interconnects,0.41614500767015583
radioengineering,0.4160261942962683
histogram modification,0.4159863259522153
cmp,0.41587358887240233
virtualized environment,0.4158299865232724
solution method,0.4158299865232724
vehicle adhoc network,0.41582222287023185
modular multiplication,0.4157701533334742
unstructured p2p network,0.41572286771313527
fso,0.41556793918676577
data transmission rate,0.41556793918676577
health monitoring system,0.41555743222576824
eigenvalue analysis,0.4153776497974169
timedomain simulation,0.4153776497974169
electromagnetic shielding,0.4153776497974169
frequency domain approach,0.4153776497974169
timedomain method,0.4153776497974169
generalized gaussian,0.4153223203176098
composite structure,0.4152585804373319
numerical experiment,0.41511056041993555
isotropic material,0.4150968086861143
guaranteed cost control,0.41487528015217945
polytopic uncertainty,0.41487528015217945
delay system,0.41487528015217945
output feedback controller,0.41487528015217945
stochastic nonlinear system,0.41487528015217945
feedback controller,0.41487528015217945
lmis,0.41487528015217945
guaranteed cost,0.41487528015217945
delegation,0.41485807238552463
job execution,0.41462050114405113
multitier application,0.41462050114405113
verification method,0.4146168117966277
csi,0.41460657243792853
motion analysis,0.41459988609995957
image degradation,0.41459988609995957
infrared imagery,0.41459988609995957
apparent diffusion coefficient,0.41459988609995957
multidetector computed tomography,0.41459988609995957
perfusion weighted imaging,0.41459988609995957
ontology integration,0.41432929778053995
statistical language model,0.4142397394720243
all digital phase locked loop,0.4142030935838025
parallel code,0.4141903842925876
task parallelism,0.4141903842925876
tidal power,0.4141692001586643
tidal modeling,0.4141692001586643
tidal inlet,0.4141692001586643
stochastic approach,0.41395568480555756
stochastic network,0.41395568480555756
stochastic dynamic,0.41395568480555756
multiple target tracking,0.4139060261940625
digital audio,0.41381856625481317
vliw,0.41381856625481317
television standard,0.41381856625481317
interconnects,0.41375321603190285
geometric continuity,0.4136829591935884
micromechanics,0.4134927753787402
topological optimization,0.4134927753787402
governing equation,0.4134927753787402
forward problem,0.4134927753787402
cutting process,0.4134927753787402
pullin,0.4134927753787402
inverse analysis,0.4134927753787402
topology optimization method,0.4134927753787402
steel construction,0.4134927753787402
unstructured peertopeer network,0.4133886566306613
timeinterleaved,0.4133886566306613
electric industry,0.41308583694614226
beamforming technique,0.41300883978004
audio compression,0.41272620485585765
manifold learning algorithm,0.4126900480713755
class information,0.4126900480713755
dimensionality reduction algorithm,0.4126900480713755
cyberforaging,0.41268423635606555
cloudbased architecture,0.41268423635606555
service architecture,0.41268423635606555
cloud software architecture,0.41268423635606555
cyber foraging,0.41268423635606555
soa system,0.41268423635606555
lower and upper approximation,0.41266888403146684
spatial data infrastructure,0.41266888403146684
advanced traveler information system,0.41266888403146684
computing education,0.41266888403146684
business goal,0.41266888403146684
dynamic surface control,0.4126278732454928
lmi approach,0.4126278732454928
t fuzzy,0.4126278732454928
output feedback stabilization,0.4126278732454928
stability condition,0.4126278732454928
data packet dropout,0.4126278732454928
backstepping technique,0.4126278732454928
observer design,0.4126278732454928
fluence,0.4125807860202567
product development process,0.41257330771247624
fixture design,0.41257330771247624
cad system,0.41257330771247624
computer science course,0.4125515129499679
coding theory,0.4125515129499679
object appearance,0.41249551073763246
realtime object tracking,0.41249551073763246
3d face reconstruction,0.41230837546673527
computational power,0.4122439082377919
distributed artificial intelligence,0.4122439082377919
distributed program,0.4122439082377919
radio frequency interference,0.4122263875591329
bp network,0.4121598283842548
streaming server,0.4121199176741195
sip server,0.4121199176741195
quasicyclic ldpc code,0.4120347279540367
color image retrieval,0.411985416479669
color and texture feature,0.411985416479669
shape description,0.411985416479669
nonrepudiation,0.41197374709221624
single image,0.4115690718038922
edge detector,0.4115690718038922
degraded image,0.4115690718038922
edge image,0.4115690718038922
cellular manufacturing,0.41148839496830036
verification technique,0.41143121061618093
abstract state machine,0.41143121061618093
formal specification language,0.41143121061618093
adaboost algorithm,0.41142911794966336
capp,0.41141782399082216
mpls network,0.41134577335005473
fuzzy clustering analysis,0.41131093505223737
semisupervised clustering,0.41131093505223737
anatomic landmark,0.4111051312372689
belief propagation decoding,0.41098738932499473
check node,0.41098738932499473
membership degree,0.41098018145801285
knowledge transfer,0.4108280884220941
multicell environment,0.41081207277090237
software industry,0.410810697168787
system design,0.4107223008726356
system testing,0.41042831121534573
business requirement,0.41042831121534573
optical computing,0.41036275748026396
parity check matrix,0.41015398816488524
inventory level,0.4101324346090121
inventory cost,0.4101324346090121
variational inference,0.4100934867058056
inas,0.41005846714355193
high power fiber laser,0.410025200230346
high brightness,0.410025200230346
long period fiber grating,0.410025200230346
thulium,0.410025200230346
wavelength shift,0.410025200230346
picosecond pulse,0.410025200230346
erbium doped,0.410025200230346
diode laser,0.410025200230346
optical phase conjugation,0.410025200230346
parallax barrier,0.41001574604108476
fault simulation,0.4099539059428505
distribution of good,0.40990305816043066
collective operation,0.40990305816043066
na parallel benchmark,0.40990305816043066
multiagent architecture,0.4098904393106533
multiagent approach,0.4098904393106533
multiagent technology,0.4098904393106533
fingerprint matching,0.4098425415373487
singlecarrier transmission,0.40976618708681484
energy use,0.4097601105147154
power consumed,0.4097601105147154
commercial building,0.4097601105147154
ims learning design,0.40974798471367957
unmanned underwater vehicle,0.40972731239564686
long period grating,0.4096248532536378
graphic card,0.4095891676515325
verification problem,0.4095616004713052
string matching,0.4095616004713052
equivalence problem,0.4095616004713052
liveness property,0.4095616004713052
multibeam antenna,0.4095404609685581
nonconvex,0.40951218237753445
joint optimization,0.40951218237753445
semidefinite program,0.40951218237753445
lu factorization,0.40951071481875456
listening test,0.40951071481875456
intelligibility,0.40951071481875456
discrete time linear system,0.40951071481875456
neuromorphic computing,0.4093805485192181
computer modelling,0.4093805485192181
airborne sar,0.4093544796889676
highlevel petri net,0.4093296386648321
triangle inequality,0.4093296386648321
simple polygon,0.4093296386648321
random graph model,0.4093296386648321
graph property prediction,0.4093296386648321
graph anomaly detection,0.4093296386648321
context sensitive grammar,0.4093296386648321
workflow net,0.4093296386648321
biological network,0.4093296386648321
multigraph,0.4093296386648321
multiple target,0.40921872207852594
ebook,0.40921130114542714
broadband beamforming,0.4091136142051156
3d data processing,0.4091136142051156
array gain,0.4091136142051156
secondorder cone programming,0.4091136142051156
multichip module,0.40898610773612243
band selection,0.4088617175602882
input feature,0.4088617175602882
endmember extraction,0.40882952835374015
reverberation chamber,0.40880270099649296
bounded treewidth,0.40875426008657295
graph class,0.40875426008657295
edge weight,0.40875426008657295
online version,0.40875426008657295
maximum degree,0.40875426008657295
general graph,0.40875426008657295
constantfactor approximation algorithm,0.40875426008657295
fully polynomial time approximation scheme,0.40875426008657295
resource augmentation,0.40875426008657295
edge connectivity,0.40875426008657295
vertex set,0.40875426008657295
design theory and methodology,0.4086938290135026
luminescence of organic solid,0.4086938290135026
user research,0.4086938290135026
computersupported collaborative learning,0.408627653815602
virtual control,0.4085095245136572
interleavings,0.40845097272143416
statespace reduction,0.40845097272143416
ltl modelchecking,0.40845097272143416
computation tree logic,0.40845097272143416
memory controller,0.40845097272143416
conformance checking,0.40845097272143416
branching time,0.40845097272143416
monadic secondorder logic,0.40845097272143416
verification process,0.40845097272143416
hybrid automaton,0.40845097272143416
uml state machine,0.40845097272143416
mobile handheld device,0.40840472729859695
delaydependent stability,0.4082497846970424
airborne lidar,0.4082170112523312
airborne lidar data,0.4082170112523312
model automobile,0.4082059826347282
position controller,0.4081545257228037
covariance function,0.4080881553332801
predictive distribution,0.4080881553332801
nonparametric bayesian,0.4080881553332801
multisensor system,0.4080825970280576
information quality,0.4080796220843176
blind people,0.4080796220843176
